chrom	start	end	summit	depth
chr1_h1	198115995	198116787	198116545	8
chr1_h1	198129015	198129753	198129465	7
chr1_h1	198201885	198202791	198202094	8
chr1_h1	198214783	198215391	198215127	8
chr1_h1	198215504	198216075	198215719	8
chr1_h1	198218169	198219080	198218620	27
chr1_h1	198236127	198237000	198236571	16
chr1_h1	198266071	198267000	198266599	20
chr1_h1	198269028	198270303	198269663	7
chr1_h1	198291385	198292198	198292039	8
chr1_h1	198316699	198318422	198316889	12
chr1_h1	198319054	198320104	198319338	17
chr1_h1	198327983	198329661	198328438	15
chr1_h1	198352453	198353349	198352985	164
chr1_h1	198358801	198359649	198359266	58
chr1_h1	198363719	198364574	198364246	19
chr1_h1	198365668	198366571	198366377	22
chr1_h1	198367853	198368748	198368378	10
chr1_h1	198370951	198371708	198371403	9
chr1_h1	198374345	198375096	198374688	6
chr1_h1	198375243	198376318	198376027	12
chr1_h1	198377126	198378018	198377550	14
chr1_h1	198378196	198379002	198378906	9
chr1_h1	198386823	198387811	198386874	18
chr1_h1	198394856	198395753	198395464	25
chr1_h1	198398928	198399917	198399407	26
chr1_h1	198402037	198402827	198402725	8
chr1_h1	198402938	198403441	198403351	8
chr1_h1	198411923	198412531	198412343	13
chr1_h1	198414636	198415602	198414772	6
chr1_h1	198426926	198427825	198427439	8
chr1_h1	198428545	198429440	198428944	43
chr1_h1	198453170	198454082	198453332	7
chr1_h1	198456837	198457714	198457227	12
chr1_h1	198459641	198460558	198459953	13
chr1_h1	198461175	198462020	198461584	18
chr1_h1	198492685	198493520	198493141	15
chr1_h1	198493906	198494757	198494222	13
chr1_h1	198515794	198516734	198516154	13
chr1_h1	198545383	198546130	198545713	8
chr1_h1	198546439	198547330	198546871	25
chr1_h1	198553120	198554000	198553656	11
chr1_h1	198611643	198612611	198612027	12
chr1_h1	198632335	198633139	198632795	10
chr1_h1	198633442	198634455	198634010	13
chr1_h1	198638896	198639713	198639372	18
chr1_h1	198641962	198642461	198642343	9
chr1_h1	198646315	198647174	198646759	23
chr1_h1	198648168	198649108	198648527	10
chr1_h1	198649558	198650520	198650114	7
chr1_h1	198658129	198658959	198658467	8
chr1_h1	198732554	198733415	198732999	12
chr1_h1	198737999	198738891	198738693	10
chr1_h1	198740640	198741601	198741160	13
chr1_h1	198757640	198758523	198758109	18
chr1_h1	198779420	198780198	198779854	20
chr1_h1	198786117	198787007	198786559	39
chr1_h1	198787509	198788301	198787825	23
chr1_h1	198893336	198894383	198893913	14
chr1_h1	198895342	198896330	198895915	13
chr1_h1	198899054	198899877	198899522	14
chr1_h1	198923615	198924505	198924097	15
chr1_h1	198946638	198947775	198947383	11
chr1_h1	198959908	198960780	198960222	13
chr1_h1	198970179	198971241	198970378	8
chr1_h1	198973851	198974767	198974653	8
chr1_h1	199038989	199039860	199039380	32
chr1_h1	199047568	199048421	199048384	14
chr1_h1	199059378	199060417	199060089	9
chr1_h1	199096007	199096793	199096552	7
chr1_h1	199124745	199125635	199125302	8
chr1_h1	199125713	199126633	199126334	11
chr1_h1	199131411	199132556	199131913	20
chr1_h1	199159433	199160297	199159843	13
chr1_h1	199193694	199194663	199194036	11
chr1_h1	199273468	199274552	199273701	9
chr1_h1	199292889	199293777	199293351	38
chr1_h1	199295667	199296793	199295987	10
chr1_h1	199358876	199359787	199359349	76
chr1_h1	199365513	199366358	199365902	12
chr1_h1	199367937	199368823	199368418	21
chr1_h1	199394751	199395662	199395298	12
chr1_h1	199434781	199435621	199435131	12
chr1_h1	199455187	199456075	199455669	24
chr1_h1	199491687	199492662	199491905	14
chr1_h1	199493784	199494287	199494077	7
chr1_h1	199507866	199508524	199508126	12
chr1_h1	199508627	199509382	199509045	7
chr1_h1	199514668	199515792	199514903	10
chr1_h1	199615859	199616773	199616177	12
chr1_h1	199617468	199618360	199618098	13
chr1_h1	199655547	199656461	199656042	18
chr1_h1	199658698	199659576	199659122	36
chr1_h1	199675127	199676201	199675752	14
chr1_h1	199715788	199716860	199715934	10
chr1_h1	199719033	199719960	199719663	4
chr1_h1	199766182	199767241	199767219	12
chr1_h1	199780659	199781542	199781138	7
chr1_h1	199785133	199786123	199785382	31
chr1_h1	199816364	199817336	199816997	49
chr1_h1	199823051	199823539	199823308	13
chr1_h1	199832746	199833661	199833212	10
chr1_h1	199885035	199885978	199885472	23
chr1_h1	199904110	199905014	199904371	8
chr1_h1	199907167	199908053	199907606	9
chr1_h1	199914832	199915450	199915099	5
chr1_h1	199917445	199918359	199917859	10
chr1_h1	199922033	199922976	199922384	9
chr1_h1	199938836	199939743	199939252	5
chr1_h1	199940364	199941258	199941070	7
chr1_h1	199941454	199942347	199941918	6
chr1_h1	200004825	200005549	200005210	9
chr1_h1	200028037	200028855	200028534	8
chr1_h1	200034349	200035245	200034866	30
chr1_h1	200051486	200052523	200052036	11
chr1_h1	200058199	200059039	200058677	21
chr1_h1	200061363	200062237	200061692	9
chr1_h1	200095174	200096059	200095642	9
chr1_h1	200142080	200142937	200142652	18
chr1_h1	200153267	200154208	200153709	9
chr1_h1	200200969	200201952	200201332	22
chr1_h1	200255186	200256187	200255880	11
chr1_h1	200276003	200276709	200276150	13
chr1_h1	200316624	200317410	200317283	9
chr1_h1	200354406	200355294	200354961	8
chr1_h1	200435528	200436398	200436074	8
chr1_h1	200564936	200565740	200565421	24
chr1_h1	200574884	200575798	200575557	11
chr1_h1	200593414	200594210	200593904	16
chr1_h1	200594873	200595783	200595375	57
chr1_h1	200627171	200628090	200627375	12
chr1_h1	200632927	200633835	200633395	31
chr1_h1	200706407	200707309	200706866	9
chr1_h1	200719591	200720495	200720036	40
chr1_h1	200720999	200721868	200721714	15
chr1_h1	200728823	200729581	200729103	17
chr1_h1	200742462	200743860	200743065	11
chr1_h1	200779693	200780474	200780085	13
chr1_h1	200799762	200800686	200800225	11
chr1_h1	200846880	200847894	200847345	24
chr1_h1	200921894	200922777	200922694	14
chr1_h1	200945162	200946080	200945791	9
chr1_h1	200948679	200949537	200948803	11
chr1_h1	200964974	200965889	200965429	10
chr1_h1	200990914	200991833	200991429	16
chr1_h1	200999346	201000395	200999691	7
chr1_h1	201000886	201001849	201001094	33
chr1_h1	201080674	201081580	201081084	12
chr1_h1	201095401	201096110	201095814	15
chr1_h1	201101674	201102519	201102324	8
chr1_h1	201115156	201116209	201115502	11
chr1_h1	201122830	201123865	201123326	11
chr1_h1	201124417	201125262	201124745	18
chr1_h1	201145528	201146448	201145960	9
chr1_h1	201178208	201178957	201178583	9
chr1_h1	201232187	201233066	201232650	7
chr1_h1	201276134	201277033	201276666	46
chr1_h1	201278067	201279332	201278337	23
chr1_h1	201284420	201285315	201284853	202
chr1_h1	201285981	201286715	201286252	16
chr1_h1	201295356	201296314	201296002	69
chr1_h1	201319819	201320636	201320274	16
chr1_h1	201365550	201366376	201366136	14
chr1_h1	201370713	201371575	201371209	13
chr1_h1	201372798	201373457	201373395	12
chr1_h1	201384158	201384876	201384617	26
chr1_h1	201385334	201386184	201385701	90
chr1_h1	201391792	201392644	201392236	73
chr1_h1	201404468	201405363	201404648	10
chr1_h1	201408045	201408925	201408396	13
chr1_h1	201421385	201422299	201421997	9
chr1_h1	201504987	201505818	201505405	25
chr1_h1	201510634	201511548	201511193	8
chr1_h1	201518272	201519214	201518685	13
chr1_h1	201572647	201573551	201573088	11
chr1_h1	201763757	201764714	201764381	8
chr1_h1	201844058	201845045	201844536	15
chr1_h1	201870768	201871671	201871198	11
chr1_h1	201872896	201873798	201873280	6
chr1_h1	201961873	201962767	201962315	36
chr1_h1	201981212	201982043	201981903	8
chr1_h1	202073457	202074308	202074035	15
chr1_h1	202084780	202085622	202085188	10
chr1_h1	202086135	202086995	202086433	16
chr1_h1	202088450	202089336	202088598	8
chr1_h1	202093760	202094618	202094130	50
chr1_h1	202096480	202097491	202097069	148
chr1_h1	202102694	202103400	202103150	29
chr1_h1	202103886	202104768	202104363	183
chr1_h1	202114732	202115455	202114873	11
chr1_h1	202132210	202133201	202132700	26
chr1_h1	202238113	202239020	202238648	8
chr1_h1	202239650	202240323	202240183	7
chr1_h1	202282355	202283230	202283034	10
chr1_h1	202358182	202359094	202358638	63
chr1_h1	202365552	202366490	202366135	30
chr1_h1	202367518	202368392	202367820	12
chr1_h1	202374169	202375090	202374743	18
chr1_h1	202385007	202386072	202385571	9
chr1_h1	202423792	202424803	202424093	8
chr1_h1	202432666	202433504	202433364	20
chr1_h1	202464641	202465532	202464682	11
chr1_h1	202477216	202478096	202477697	40
chr1_h1	202555175	202556267	202555914	11
chr1_h1	202635506	202636341	202636133	13
chr1_h1	202782923	202783777	202783282	12
chr1_h1	202785774	202786689	202786247	11
chr1_h1	202807329	202808092	202807898	11
chr1_h1	202813659	202814597	202814099	10
chr1_h1	202873046	202873636	202873411	10
chr1_h1	202873809	202874640	202874407	12
chr1_h1	202908417	202909432	202908852	10
chr1_h1	202911091	202911970	202911574	9
chr1_h1	202964436	202965278	202964829	17
chr1_h1	202971124	202971969	202971569	13
chr1_h1	202995099	202995922	202995605	11
chr1_h1	203002466	203003332	203003039	12
chr1_h1	203019391	203020324	203019482	10
chr1_h1	203031595	203032505	203032089	14
chr1_h1	203044937	203045968	203045368	18
chr1_h1	203049572	203050530	203050035	21
chr1_h1	203111206	203112297	203111758	65
chr1_h1	203134798	203135586	203135101	9
chr1_h1	203160500	203161399	203160968	178
chr1_h1	203172148	203172968	203172529	9
chr1_h1	203188822	203189848	203189223	14
chr1_h1	203216498	203217485	203216941	15
chr1_h1	203235544	203236387	203235922	21
chr1_h1	203283616	203284608	203284159	24
chr1_h1	203297767	203298744	203298356	13
chr1_h1	203308007	203308362	203308352	10
chr1_h1	203317340	203318183	203317735	12
chr1_h1	203320498	203321323	203320939	11
chr1_h1	203332148	203333042	203332657	37
chr1_h1	203340952	203341845	203341500	23
chr1_h1	203343521	203344487	203344067	43
chr1_h1	203358120	203359013	203358642	14
chr1_h1	203372128	203373014	203372554	112
chr1_h1	203374698	203375785	203374981	7
chr1_h1	203378726	203379528	203379135	22
chr1_h1	203384621	203385442	203384778	8
chr1_h1	203396131	203397050	203396538	124
chr1_h1	203414482	203415595	203415030	43
chr1_h1	203433260	203434142	203433765	21
chr1_h1	203437453	203438385	203437875	23
chr1_h1	203441600	203442598	203441943	8
chr1_h1	203443716	203444432	203444083	18
chr1_h1	203504458	203505457	203505022	10
chr1_h1	203521856	203522760	203522379	17
chr1_h1	203555158	203556043	203555609	11
chr1_h1	203701644	203702321	203702025	8
chr1_h1	203749437	203750327	203749837	49
chr1_h1	203782723	203783578	203783178	18
chr1_h1	203795089	203796157	203795553	7
chr1_h1	203805150	203805983	203805558	9
chr1_h1	203811983	203812782	203812185	11
chr1_h1	203819948	203820816	203820212	26
chr1_h1	203874011	203874976	203874877	19
chr1_h1	203875890	203876723	203876490	8
chr1_h1	203892715	203893691	203893162	8
chr1_h1	203947656	203948477	203948141	9
chr1_h1	203955510	203956386	203956030	16
chr1_h1	204011023	204011957	204011811	13
chr1_h1	204049185	204050049	204049555	17
chr1_h1	204052067	204052929	204052467	6
chr1_h1	204062980	204063933	204063102	9
chr1_h1	204105445	204106337	204105666	10
chr1_h1	204107017	204108111	204107778	23
chr1_h1	204119800	204120425	204119936	11
chr1_h1	204121459	204122559	204122141	12
chr1_h1	204253955	204254840	204254009	15
chr1_h1	204256452	204257166	204256896	15
chr1_h1	204308063	204308942	204308601	15
chr1_h1	204319777	204320707	204320514	15
chr1_h1	204321927	204322857	204322550	12
chr1_h1	204339262	204341216	204339838	24
chr1_h1	204366414	204367163	204366789	7
chr1_h1	204369240	204370196	204369952	12
chr1_h1	204373668	204374503	204374039	63
chr1_h1	204383634	204384274	204383921	18
chr1_h1	204397117	204397744	204397487	27
chr1_h1	204408815	204409673	204409280	27
chr1_h1	204463173	204464161	204463642	13
chr1_h1	204468191	204469066	204468529	15
chr1_h1	204483990	204484833	204484658	11
chr1_h1	204499725	204500368	204500174	26
chr1_h1	204500492	204501312	204500813	16
chr1_h1	204584655	204585673	204584846	17
chr1_h1	204609111	204610158	204609778	10
chr1_h1	204649271	204650452	204649848	9
chr1_h1	204677041	204677957	204677644	9
chr1_h1	204679837	204680545	204680283	9
chr1_h1	204716181	204717087	204716636	132
chr1_h1	204739177	204739882	204739499	7
chr1_h1	204742406	204743161	204742783	12
chr1_h1	204764889	204766056	204765516	29
chr1_h1	204773216	204774084	204773633	10
chr1_h1	204774619	204775519	204775133	60
chr1_h1	204832842	204833572	204833262	6
chr1_h1	204836925	204837690	204837303	11
chr1_h1	205010494	205011287	205010940	25
chr1_h1	205016960	205017902	205017461	15
chr1_h1	205035353	205036254	205035839	27
chr1_h1	205065782	205066600	205066152	27
chr1_h1	205082746	205083404	205083071	5
chr1_h1	205083743	205084611	205084180	39
chr1_h1	205100385	205100988	205100556	11
chr1_h1	205124072	205124551	205124197	7
chr1_h1	205134417	205135319	205134991	11
chr1_h1	205164438	205165316	205164994	39
chr1_h1	205203905	205204851	205204349	10
chr1_h1	205206055	205206489	205206321	16
chr1_h1	205208248	205209113	205208797	11
chr1_h1	205209406	205210185	205209695	11
chr1_h1	205212558	205213453	205212924	10
chr1_h1	205241048	205241869	205241502	7
chr1_h1	205250305	205251095	205250640	11
chr1_h1	205346964	205347952	205347500	62
chr1_h1	205348803	205349838	205349358	12
chr1_h1	205351321	205352228	205351970	8
chr1_h1	205377248	205378001	205377626	10
chr1_h1	205385303	205386169	205385715	28
chr1_h1	205415270	205416171	205415738	13
chr1_h1	205483098	205483952	205483579	18
chr1_h1	205489683	205490605	205490130	14
chr1_h1	205492504	205493377	205492941	19
chr1_h1	205516155	205517117	205516640	8
chr1_h1	205521337	205522167	205521629	19
chr1_h1	205614257	205615184	205614676	38
chr1_h1	205618375	205619303	205618625	7
chr1_h1	205707999	205708919	205708517	49
chr1_h1	205711497	205712388	205711784	7
chr1_h1	205728787	205729649	205729220	9
chr1_h1	205730723	205731389	205730913	9
chr1_h1	205738493	205739509	205739224	17
chr1_h1	205750479	205751160	205750961	10
chr1_h1	205798477	205799346	205798757	14
chr1_h1	205817742	205818699	205818231	32
chr1_h1	205820170	205821079	205820798	9
chr1_h1	205841605	205842371	205842001	6
chr1_h1	205845954	205847012	205846555	7
chr1_h1	206020536	206021424	206020966	15
chr1_h1	206034473	206035491	206035029	25
chr1_h1	206036195	206037070	206036696	24
chr1_h1	206037505	206038044	206037654	6
chr1_h1	206086371	206087274	206087040	8
chr1_h1	206173883	206174687	206174273	31
chr1_h1	206174875	206175613	206175118	13
chr1_h1	206187780	206188627	206188360	10
chr1_h1	206209348	206210769	206209962	9
chr1_h1	206211272	206212135	206211559	11
chr1_h1	206300346	206301248	206300821	11
chr1_h1	206311988	206312818	206312448	12
chr1_h1	206312945	206313668	206313357	8
chr1_h1	206347157	206347864	206347376	9
chr1_h1	206387077	206387886	206387460	30
chr1_h1	206387894	206388724	206387949	8
chr1_h1	206405101	206405981	206405597	11
chr1_h1	206424600	206425484	206425017	135
chr1_h1	206429725	206430555	206430085	12
chr1_h1	206458088	206458994	206458526	15
chr1_h1	206532114	206532992	206532603	23
chr1_h1	206537024	206537931	206537422	41
chr1_h1	206599935	206600816	206600415	10
chr1_h1	206652988	206653782	206653381	21
chr1_h1	206656304	206657214	206656908	9
chr1_h1	206661262	206662325	206661761	9
chr1_h1	206753413	206754305	206754027	9
chr1_h1	206756625	206757521	206756859	9
chr1_h1	206779264	206780219	206779872	9
chr1_h1	206781249	206782096	206781719	36
chr1_h1	206782689	206783509	206783136	14
chr1_h1	206784242	206784908	206784494	36
chr1_h1	206785022	206785445	206785229	16
chr1_h1	206806850	206807765	206807436	14
chr1_h1	206813812	206814704	206814160	12
chr1_h1	206821934	206823234	206822605	9
chr1_h1	206836716	206837592	206837132	15
chr1_h1	206841260	206841978	206841564	5
chr1_h1	206863911	206864817	206864283	74
chr1_h1	206892293	206893189	206892687	8
chr1_h1	206910397	206911253	206910427	35
chr1_h1	206913428	206914275	206913947	15
chr1_h1	206936390	206937310	206936958	29
chr1_h1	206949105	206949988	206949558	81
chr1_h1	206952723	206953642	206953387	11
chr1_h1	206998770	206999733	206999216	14
chr1_h1	207044753	207045537	207045068	8
chr1_h1	207077094	207078257	207077994	11
chr1_h1	207085815	207086853	207086243	21
chr1_h1	207099100	207100515	207099347	10
chr1_h1	207104953	207105813	207105262	12
chr1_h1	207110677	207111723	207111226	12
chr1_h1	207131164	207131917	207131705	9
chr1_h1	207132110	207133016	207132429	14
chr1_h1	207192701	207193347	207192943	6
chr1_h1	207197033	207197721	207197316	8
chr1_h1	207271868	207272769	207272280	6
chr1_h1	207275210	207276066	207275424	10
chr1_h1	207277176	207278082	207277663	8
chr1_h1	207463156	207464115	207463536	7
chr1_h1	207587610	207588611	207587824	7
chr1_h1	207589837	207590761	207590633	11
chr1_h1	207596734	207597525	207597226	19
chr1_h1	207634008	207635041	207634354	10
chr1_h1	207637189	207638009	207637617	16
chr1_h1	207638035	207638725	207638310	17
chr1_h1	207865363	207866286	207865989	9
chr1_h1	207893836	207894704	207894185	89
chr1_h1	207895869	207896807	207896548	82
chr1_h1	207897855	207898796	207898121	13
chr1_h1	207901602	207902441	207902147	22
chr1_h1	207938013	207938865	207938539	12
chr1_h1	207938887	207939722	207939339	16
chr1_h1	207953922	207954998	207954419	13
chr1_h1	207969836	207970723	207970181	9
chr1_h1	207970856	207971527	207971412	9
chr1_h1	207973968	207974852	207974477	16
chr1_h1	207978403	207979290	207979237	9
chr1_h1	208012246	208012827	208012530	13
chr1_h1	208018963	208019873	208019354	13
chr1_h1	208020400	208021316	208021021	12
chr1_h1	208044120	208044661	208044498	14
chr1_h1	208086577	208087445	208087061	33
chr1_h1	208106423	208107371	208106856	10
chr1_h1	208140171	208141200	208140761	86
chr1_h1	208151794	208152337	208152111	6
chr1_h1	208209166	208210002	208209775	16
chr1_h1	208210058	208211212	208210894	18
chr1_h1	208220116	208220837	208220332	8
chr1_h1	208246906	208247810	208247326	62
chr1_h1	208251839	208252686	208252203	28
chr1_h1	208264033	208264925	208264896	15
chr1_h1	208265298	208266047	208265591	13
chr1_h1	208268667	208269256	208268810	9
chr1_h1	208273731	208274562	208274298	19
chr1_h1	208274821	208275667	208275245	13
chr1_h1	208277639	208278666	208278094	11
chr1_h1	208278999	208279956	208279717	9
chr1_h1	208282019	208282873	208282643	11
chr1_h1	208312920	208313897	208313376	12
chr1_h1	208331963	208332891	208332701	9
chr1_h1	208410690	208411536	208411029	18
chr1_h1	208466902	208467847	208467146	8
chr1_h1	208470797	208471771	208471440	12
chr1_h1	208475720	208476583	208476400	10
chr1_h1	208491936	208492911	208492344	10
chr1_h1	208493087	208493998	208493449	19
chr1_h1	208494057	208494802	208494345	9
chr1_h1	208504223	208505033	208504763	15
chr1_h1	208505322	208506160	208505680	18
chr1_h1	208573962	208574894	208574282	15
chr1_h1	208625013	208625757	208625486	12
chr1_h1	208626140	208626982	208626607	16
chr1_h1	208653694	208654742	208654017	15
chr1_h1	208657289	208658114	208657789	21
chr1_h1	208658222	208659109	208658572	5
chr1_h1	208671630	208672607	208672137	31
chr1_h1	208686361	208687175	208686919	18
chr1_h1	208709588	208710320	208709824	8
chr1_h1	208721561	208722539	208721777	45
chr1_h1	208723435	208724348	208723853	18
chr1_h1	208725897	208726705	208726303	10
chr1_h1	208734524	208735507	208734920	9
chr1_h1	208740562	208741389	208740937	31
chr1_h1	208758804	208759655	208759236	20
chr1_h1	208770332	208771017	208770722	11
chr1_h1	208771147	208771955	208771745	11
chr1_h1	208778764	208779605	208778872	6
chr1_h1	208926456	208927296	208926687	5
chr1_h1	209025537	209026388	209025912	12
chr1_h1	209057669	209058612	209058184	48
chr1_h1	209129054	209130053	209129774	7
chr1_h1	209131347	209132302	209131855	11
chr1_h1	209135147	209136065	209135696	10
chr1_h1	209136664	209137541	209136913	13
chr1_h1	209173477	209174176	209173930	6
chr1_h1	209181075	209181931	209181498	8
chr1_h1	209187442	209188320	209187817	26
chr1_h1	209191887	209192956	209192585	11
chr1_h1	209233713	209234607	209234297	18
chr1_h1	209235846	209236797	209235892	14
chr1_h1	209266745	209267738	209266947	12
chr1_h1	209308277	209309239	209308651	18
chr1_h1	209372783	209373664	209372993	17
chr1_h1	209380568	209381462	209381039	80
chr1_h1	209386714	209387546	209387546	10
chr1_h1	209401310	209402203	209401665	15
chr1_h1	209414418	209415223	209414679	15
chr1_h1	209425790	209426824	209426701	11
chr1_h1	209574239	209575366	209574829	9
chr1_h1	209606918	209607720	209607391	14
chr1_h1	209622391	209623199	209622872	12
chr1_h1	209641528	209642542	209642091	14
chr1_h1	209649350	209650273	209650149	14
chr1_h1	209650603	209651655	209651225	12
chr1_h1	209676634	209677213	209676964	11
chr1_h1	209677233	209677976	209677751	11
chr1_h1	209726302	209727337	209726846	7
chr1_h1	209734906	209735774	209735225	28
chr1_h1	209796691	209797592	209797127	8
chr1_h1	209833892	209834745	209834416	10
chr1_h1	209836106	209837097	209836539	31
chr1_h1	209838186	209839128	209838582	25
chr1_h1	209841779	209842383	209842056	11
chr1_h1	209842477	209843048	209842813	17
chr1_h1	209900510	209901317	209900847	11
chr1_h1	209910230	209911109	209910513	14
chr1_h1	209924115	209925249	209924591	12
chr1_h1	209933683	209934690	209934408	14
chr1_h1	209935114	209936091	209935876	10
chr1_h1	209958577	209959361	209958952	10
chr1_h1	209959693	209960615	209960428	23
chr1_h1	209979493	209980628	209980265	7
chr1_h1	209988882	209989761	209989544	11
chr1_h1	210000724	210001570	210000997	12
chr1_h1	210003659	210004582	210004109	5
chr1_h1	210010116	210010931	210010521	7
chr1_h1	210011016	210011742	210011406	6
chr1_h1	210049170	210050051	210049873	10
chr1_h1	210051516	210052338	210051723	14
chr1_h1	210062497	210063364	210062879	26
chr1_h1	210064793	210065738	210065232	64
chr1_h1	210069544	210070203	210069870	17
chr1_h1	210216323	210217262	210216429	12
chr1_h1	210225319	210226373	210225954	14
chr1_h1	210264112	210264979	210264125	18
chr1_h1	210265001	210265675	210265468	15
chr1_h1	210327317	210328172	210328091	13
chr1_h1	210330035	210330910	210330131	9
chr1_h1	210407902	210408830	210408512	13
chr1_h1	210450776	210451503	210451115	9
chr1_h1	210478102	210479088	210478608	25
chr1_h1	210504179	210505144	210504789	12
chr1_h1	210552050	210552967	210552507	35
chr1_h1	210592887	210593886	210593362	15
chr1_h1	210622355	210623154	210622781	17
chr1_h1	210631727	210632613	210632228	25
chr1_h1	210632804	210633812	210633174	25
chr1_h1	210633941	210634747	210634027	18
chr1_h1	210656046	210656831	210656456	12
chr1_h1	210662473	210663314	210662886	16
chr1_h1	210715424	210716314	210716070	11
chr1_h1	210754537	210755426	210754845	21
chr1_h1	210761062	210761915	210761463	18
chr1_h1	210795931	210796891	210796490	12
chr1_h1	210809644	210810307	210809987	15
chr1_h1	210810328	210810871	210810609	13
chr1_h1	210828702	210829535	210828880	12
chr1_h1	210833269	210834317	210833520	8
chr1_h1	210839542	210840597	210840179	18
chr1_h1	210851652	210852523	210851767	13
chr1_h1	210853159	210853991	210853625	13
chr1_h1	210854066	210854939	210854551	12
chr1_h1	210855740	210856475	210856042	9
chr1_h1	210856559	210857264	210856983	8
chr1_h1	210861697	210862656	210861963	9
chr1_h1	210864114	210865092	210864686	12
chr1_h1	210883368	210884255	210883737	23
chr1_h1	210923114	210923938	210923329	7
chr1_h1	210932083	210933052	210932645	15
chr1_h1	210933754	210934688	210934318	15
chr1_h1	210934713	210935682	210935262	36
chr1_h1	210943027	210943753	210943418	15
chr1_h1	210950995	210951824	210951316	9
chr1_h1	210955118	210955955	210955658	9
chr1_h1	210964551	210965419	210964892	16
chr1_h1	210983957	210984855	210984453	89
chr1_h1	210987388	210988287	210987868	15
chr1_h1	211039411	211040357	211039836	33
chr1_h1	211042000	211042974	211042615	37
chr1_h1	211043369	211044185	211043602	17
chr1_h1	211049092	211050024	211049691	17
chr1_h1	211053301	211054145	211053708	8
chr1_h1	211064219	211065092	211064707	16
chr1_h1	211091196	211092001	211091448	10
chr1_h1	211092502	211093375	211092894	12
chr1_h1	211094372	211095213	211094928	8
chr1_h1	211103372	211104350	211103632	8
chr1_h1	211113734	211114606	211114078	9
chr1_h1	211133317	211134627	211133845	36
chr1_h1	211173343	211174261	211173813	9
chr1_h1	211182646	211183514	211183173	7
chr1_h1	211187781	211188268	211188148	6
chr1_h1	211282208	211283095	211282600	24
chr1_h1	211305239	211306115	211305597	9
chr1_h1	211320733	211321413	211321316	7
chr1_h1	211369788	211370643	211370235	10
chr1_h1	211371307	211372216	211371783	10
chr1_h1	211372278	211372914	211372619	10
chr1_h1	211375325	211376216	211376128	9
chr1_h1	211405007	211405859	211405517	12
chr1_h1	211420053	211420963	211420468	68
chr1_h1	211445833	211446877	211446474	16
chr1_h1	211593188	211594030	211593276	8
chr1_h1	211622464	211623281	211622929	16
chr1_h1	211626760	211627577	211627356	6
chr1_h1	211629019	211629744	211629235	7
chr1_h1	211637817	211638587	211638545	15
chr1_h1	211657214	211658075	211657525	14
chr1_h1	211665980	211666906	211666462	17
chr1_h1	211677418	211678278	211677736	18
chr1_h1	211680541	211681316	211680793	6
chr1_h1	211706293	211707249	211706836	8
chr1_h1	211708266	211709006	211708512	10
chr1_h1	211709935	211710809	211710360	6
chr1_h1	211734132	211734929	211734741	9
chr1_h1	211751274	211752098	211751656	9
chr1_h1	211783195	211784158	211783944	9
chr1_h1	211791961	211792872	211792389	67
chr1_h1	211804619	211805525	211805102	10
chr1_h1	211811331	211812169	211811787	14
chr1_h1	211817009	211818022	211817474	10
chr1_h1	211888019	211888820	211888496	21
chr1_h1	211921664	211922342	211922205	9
chr1_h1	211971503	211972288	211971957	27
chr1_h1	211999525	212000502	211999966	9
chr1_h1	212056653	212057466	212056955	33
chr1_h1	212163606	212164531	212164113	8
chr1_h1	212164905	212165822	212165477	16
chr1_h1	212184271	212185200	212184721	1719
chr1_h1	212187933	212188762	212188305	12
chr1_h1	212237970	212239002	212238493	13
chr1_h1	212317464	212318334	212317842	11
chr1_h1	212330286	212331222	212330850	20
chr1_h1	212401921	212402827	212402353	16
chr1_h1	212417309	212418234	212417837	10
chr1_h1	212423881	212424835	212424186	11
chr1_h1	212432299	212433413	212432651	16
chr1_h1	212436235	212437305	212436766	25
chr1_h1	212438753	212439745	212439313	11
chr1_h1	212448575	212449488	212448999	205
chr1_h1	212453059	212453880	212453417	36
chr1_h1	212472215	212472953	212472536	9
chr1_h1	212473511	212474456	212474004	27
chr1_h1	212477958	212478894	212478316	17
chr1_h1	212506208	212507198	212506789	11
chr1_h1	212523141	212524004	212523570	6
chr1_h1	212560653	212561418	212561122	9
chr1_h1	212561806	212562669	212562380	10
chr1_h1	212626584	212627499	212627126	28
chr1_h1	212656104	212657009	212656597	52
chr1_h1	212666963	212667834	212667499	8
chr1_h1	212717000	212717824	212717328	25
chr1_h1	212837505	212838393	212837975	28
chr1_h1	212849434	212849931	212849585	19
chr1_h1	212868098	212869044	212868665	20
chr1_h1	212870553	212871478	212871109	45
chr1_h1	212872822	212873702	212872840	58
chr1_h1	213048760	213049657	213049210	62
chr1_h1	213059632	213060330	213059928	38
chr1_h1	213060449	213060955	213060601	19
chr1_h1	213062660	213063590	213062843	24
chr1_h1	213065391	213066326	213065803	25
chr1_h1	213137675	213138294	213138096	10
chr1_h1	213169997	213170777	213170359	13
chr1_h1	213186115	213186968	213186624	14
chr1_h1	213204924	213205817	213205368	6
chr1_h1	213213771	213214249	213214040	6
chr1_h1	213214390	213215436	213214826	9
chr1_h1	213220583	213221456	213221131	14
chr1_h1	213224232	213225004	213224318	13
chr1_h1	213225053	213225700	213225099	10
chr1_h1	213247037	213247943	213247365	12
chr1_h1	213387370	213388244	213387890	16
