Motif	Factor	Evidence	Curated
GM.5.0.Homeodomain.0025	h1SMcG0013730	Orthologs	N
GM.5.0.C2H2_ZF.0023	h1SMcG0015595	Orthologs	N
GM.5.0.SMAD.0003	h1SMcG0001098	Orthologs	N
GM.5.0.SMAD.0003	h1SMcG0018284	Orthologs	N
GM.5.0.SMAD.0003	h1SMcG0020557	Orthologs	N
GM.5.0.bHLH.0022	h1SMcG0009326	Orthologs	N
GM.5.0.bHLH.0022	h1SMcG0007969	Orthologs	N
GM.5.0.bHLH.0022	h1SMcG0022543	Orthologs	N
GM.5.0.bHLH.0022	h1SMcG0006102	Orthologs	N
GM.5.0.bHLH.0022	h1SMcG0001531	Orthologs	N
GM.5.0.bHLH.0022	h1SMcG0007143	Orthologs	N
GM.5.0.Forkhead.0006	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Sox.0007	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Runt.0003	h1SMcG0016472	Orthologs	N
GM.5.0.Homeodomain.0026	h1SMcG0003727	Orthologs	N
GM.5.0.Homeodomain.0026	h1SMcG0016884	Orthologs	N
GM.5.0.Homeodomain.0026	h1SMcG0015572	Orthologs	N
GM.5.0.Homeodomain.0026	h1SMcG0009835	Orthologs	N
GM.5.0.Homeodomain.0026	h1SMcG0000548	Orthologs	N
GM.5.0.Homeodomain.0026	h1SMcG0021059	Orthologs	N
GM.5.0.Homeodomain.0027	h1SMcG0003130	Orthologs	N
GM.5.0.SMAD.0004	h1SMcG0001098	Orthologs	N
GM.5.0.SMAD.0004	h1SMcG0018284	Orthologs	N
GM.5.0.SMAD.0004	h1SMcG0020557	Orthologs	N
GM.5.0.C2H2_ZF.0024	h1SMcG0021295	Orthologs	N
GM.5.0.C2H2_ZF.0024	h1SMcG0020760	Orthologs	N
GM.5.0.C2H2_ZF.0024	h1SMcG0010451	Orthologs	N
GM.5.0.C2H2_ZF.0024	h1SMcG0010448	Orthologs	N
GM.5.0.Homeodomain.0028	h1SMcG0008090	Orthologs	N
GM.5.0.Homeodomain.0028	h1SMcG0007041	Orthologs	N
GM.5.0.Homeodomain.0028	h1SMcG0003130	Orthologs	N
GM.5.0.Paired_box.0002	h1SMcG0008441	Orthologs	N
GM.5.0.Homeodomain.0029	h1SMcG0009369	Orthologs	N
GM.5.0.E2F.0006	h1SMcG0016376	Orthologs	N
GM.5.0.E2F.0006	h1SMnG0017612	Orthologs	N
GM.5.0.E2F.0006	h1SMcG0010707	Orthologs	N
GM.5.0.Mixed.0013	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Sox.0008	h1SMcG0016676	Orthologs	N
GM.5.0.bHLH.0023	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Homeodomain.0030	h1SMcG0008090	Orthologs	N
GM.5.0.C2H2_ZF.0025	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.STAT.0001	h1SMcG0013474	Orthologs	N
GM.5.0.STAT.0001	h1SMcG0004146	Orthologs	N
GM.5.0.STAT.0001	h1SMcG0007329	Orthologs	N
GM.5.0.STAT.0001	h1SMcG0007325	Orthologs	N
GM.5.0.CSL.0002	h1SMcG0018959	Orthologs	N
GM.5.0.Unknown.0002	h1SMcG0006042	Orthologs	N
GM.5.0.Homeodomain.0031	h1SMcG0008090	Orthologs	N
GM.5.0.Homeodomain.0031	h1SMcG0022072	Orthologs	N
GM.5.0.Homeodomain.0031	h1SMcG0007041	Orthologs	N
GM.5.0.Homeodomain.0031	h1SMcG0002614	Orthologs	N
GM.5.0.Homeodomain.0031	h1SMcG0016366	Orthologs	N
GM.5.0.Homeodomain.0032	h1SMcG0007474	Orthologs	N
GM.5.0.Homeodomain.0032	h1SMcG0018916	Orthologs	N
GM.5.0.C2H2_ZF.0026	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.bZIP.0014	h1SMcG0012645	Orthologs	N
GM.5.0.C2H2_ZF.0027	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.bZIP.0015	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.C2H2_ZF.0028	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Sox.0009	h1SMcG0013594	Orthologs	N
GM.5.0.Forkhead.0007	h1SMcG0009963	Orthologs	N
GM.5.0.Forkhead.0007	h1SMcG0020478	Orthologs	N
GM.5.0.Forkhead.0007	h1SMcG0013875	Orthologs	N
GM.5.0.Forkhead.0007	h1SMcG0000287	Orthologs	N
GM.5.0.Forkhead.0007	h1SMcG0012074	Orthologs	N
GM.5.0.Forkhead.0007	h1SMcG0008308	Orthologs	N
GM.5.0.Forkhead.0007	h1SMcG0015283	Orthologs	N
GM.5.0.Forkhead.0007	h1SMcG0007411	Orthologs	N
GM.5.0.Ets.0009	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.C2H2_ZF.0029	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Nuclear_receptor.0014	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Unknown.0003	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Homeodomain.0033	h1SMcG0003298	Orthologs	N
GM.5.0.Sox.0010	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.bHLH.0024	h1SMcG0020191	Orthologs	N
GM.5.0.bHLH.0024	h1SMcG0011688	Orthologs	N
GM.5.0.bZIP.0016	h1SMcG0006635	Orthologs	N
GM.5.0.Homeodomain.0034	h1SMcG0012776	Orthologs	N
GM.5.0.Homeodomain.0034	h1SMcG0006514	Orthologs	N
GM.5.0.bHLH.0025	h1SMcG0016003	Orthologs	N
GM.5.0.bHLH.0025	h1SMnG0025958	Orthologs	N
GM.5.0.Forkhead.0008	h1SMcG0013594	Orthologs	N
GM.5.0.Forkhead.0008	h1SMcG0007411	Orthologs	N
GM.5.0.Forkhead.0008	h1SMcG0009963	Orthologs	N
GM.5.0.Forkhead.0008	h1SMcG0000287	Orthologs	N
GM.5.0.Forkhead.0008	h1SMcG0012074	Orthologs	N
GM.5.0.Forkhead.0008	h1SMcG0008308	Orthologs	N
GM.5.0.Forkhead.0008	h1SMcG0001531	Orthologs	N
GM.5.0.Forkhead.0008	h1SMcG0015595	Orthologs	N
GM.5.0.Forkhead.0008	h1SMcG0003032	Orthologs	N
GM.5.0.Forkhead.0008	h1SMcG0013875	Orthologs	N
GM.5.0.Forkhead.0008	h1SMcG0015283	Orthologs	N
GM.5.0.Forkhead.0008	h1SMcG0009369	Orthologs	N
GM.5.0.C2H2_ZF.0030	h1SMcG0021523	Orthologs	N
GM.5.0.Nuclear_receptor.0015	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.bHLH.0026	h1SMcG0020191	Orthologs	N
GM.5.0.bHLH.0026	h1SMcG0021295	Orthologs	N
GM.5.0.bHLH.0026	h1SMcG0016219	Orthologs	N
GM.5.0.bHLH.0027	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.GATA.0005	h1SMcG0009369	Orthologs	N
GM.5.0.bZIP.0017	h1SMcG0007329	Orthologs	N
GM.5.0.bZIP.0017	h1SMcG0007325	Orthologs	N
GM.5.0.bZIP.0017	h1SMcG0006465	Orthologs	N
GM.5.0.bZIP.0017	h1SMcG0009369	Orthologs	N
GM.5.0.bZIP.0017	h1SMcG0010609	Orthologs	N
GM.5.0.bZIP.0017	h1SMcG0017602	Orthologs	N
GM.5.0.bZIP.0017	h1SMcG0004816	Orthologs	N
GM.5.0.bZIP.0017	h1SMcG0008373	Orthologs	N
GM.5.0.bZIP.0017	h1SMcG0021295	Orthologs	N
GM.5.0.bZIP.0017	h1SMcG0000267	Orthologs	N
GM.5.0.Homeodomain_Paired_box.0002	h1SMcG0018062	Orthologs	N
GM.5.0.C2H2_ZF.0031	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.bZIP.0018	h1SMcG0006635	Orthologs	N
GM.5.0.MADS_box.0003	h1SMcG0007933	Orthologs	N
GM.5.0.C2H2_ZF.0032	h1SMcG0001034	Orthologs	N
GM.5.0.Mixed.0014	h1SMcG0010990	Orthologs	N
GM.5.0.Mixed.0014	h1SMcG0006042	Orthologs	N
GM.5.0.C2H2_ZF.0033	h1SMcG0001477	Orthologs	N
GM.5.0.C2H2_ZF.0033	h1SMcG0005497	Orthologs	N
GM.5.0.Forkhead.0009	h1SMcG0009963	Orthologs	N
GM.5.0.Forkhead.0009	h1SMcG0013875	Orthologs	N
GM.5.0.Forkhead.0009	h1SMcG0000287	Orthologs	N
GM.5.0.Forkhead.0009	h1SMcG0012074	Orthologs	N
GM.5.0.Forkhead.0009	h1SMcG0008308	Orthologs	N
GM.5.0.Forkhead.0009	h1SMcG0015283	Orthologs	N
GM.5.0.Forkhead.0009	h1SMcG0007411	Orthologs	N
GM.5.0.T-box.0004	h1SMcG0022768	Orthologs	N
GM.5.0.T-box.0004	h1SMcG0007448	Orthologs	N
GM.5.0.Nuclear_receptor.0016	h1SMcG0015595	Orthologs	N
GM.5.0.Nuclear_receptor.0016	h1SMcG0019688	Orthologs	N
GM.5.0.C2H2_ZF.0034	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Nuclear_receptor.0017	h1SMcG0015595	Orthologs	N
GM.5.0.DM.0003	h1SMcG0022046	Orthologs	N
GM.5.0.Nuclear_receptor.0018	h1SMcG0011606	Orthologs	N
GM.5.0.Nuclear_receptor.0018	h1SMcG0021496	Orthologs	N
GM.5.0.bHLH.0028	h1SMcG0004451	Orthologs	N
GM.5.0.bHLH.0028	h1SMcG0022832	Orthologs	N
GM.5.0.bHLH.0028	h1SMcG0007018	Orthologs	N
GM.5.0.Nuclear_receptor.0019	h1SMcG0001020	Orthologs	N
GM.5.0.Nuclear_receptor.0019	h1SMcG0015595	Orthologs	N
GM.5.0.Sox.0011	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.STAT.0002	h1SMcG0007329	Orthologs	N
GM.5.0.STAT.0002	h1SMcG0007325	Orthologs	N
GM.5.0.Forkhead.0010	h1SMcG0013875	Orthologs	N
GM.5.0.Forkhead.0010	h1SMcG0000287	Orthologs	N
GM.5.0.Forkhead.0010	h1SMcG0012074	Orthologs	N
GM.5.0.Forkhead.0010	h1SMcG0008308	Orthologs	N
GM.5.0.Forkhead.0010	h1SMcG0015283	Orthologs	N
GM.5.0.Forkhead.0010	h1SMcG0007411	Orthologs	N
GM.5.0.C2H2_ZF.0035	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Nuclear_receptor.0020	h1SMcG0015595	Orthologs	N
GM.5.0.bHLH.0029	h1SMcG0022451	Orthologs	N
GM.5.0.Myb_SANT.0005	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.RFX.0002	h1SMcG0015193	Orthologs	N
GM.5.0.Homeodomain.0035	h1SMcG0021332	Orthologs	N
GM.5.0.Homeodomain.0035	h1SMcG0014159	Orthologs	N
GM.5.0.Homeodomain.0035	h1SMcG0004695	Orthologs	N
GM.5.0.Homeodomain.0035	h1SMcG0011242	Orthologs	N
GM.5.0.bHLH.0030	h1SMcG0020191	Orthologs	N
GM.5.0.bHLH.0030	>h1SMcG0018894	Orthologs	N
GM.5.0.bHLH.0030	h1SMcG0011310	Orthologs	N
GM.5.0.bHLH.0030	h1SMcG0009686	Orthologs	N
GM.5.0.bHLH.0030	h1SMcG0021295	Orthologs	N
GM.5.0.bHLH.0030	h1SMnG0000744	Orthologs	N
GM.5.0.bHLH.0030	h1SMcG0000079	Orthologs	N
GM.5.0.Mixed.0015	h1SMcG0006042	Orthologs	N
GM.5.0.Homeodomain.0036	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.C2H2_ZF.0036	h1SMcG0008373	Orthologs	N
GM.5.0.Homeodomain_POU.0006	h1SMcG0008833	Orthologs	N
GM.5.0.Forkhead.0011	h1SMcG0009963	Orthologs	N
GM.5.0.Forkhead.0011	h1SMcG0020478	Orthologs	N
GM.5.0.Forkhead.0011	h1SMcG0013875	Orthologs	N
GM.5.0.Forkhead.0011	h1SMcG0000287	Orthologs	N
GM.5.0.Forkhead.0011	h1SMcG0012074	Orthologs	N
GM.5.0.Forkhead.0011	h1SMcG0008308	Orthologs	N
GM.5.0.Forkhead.0011	h1SMcG0015283	Orthologs	N
GM.5.0.Forkhead.0011	h1SMcG0007411	Orthologs	N
GM.5.0.bZIP.0019	h1SMcG0010609	Orthologs	N
GM.5.0.bZIP.0019	h1SMcG0017602	Orthologs	N
GM.5.0.bZIP.0019	h1SMcG0004816	Orthologs	N
GM.5.0.bZIP.0019	h1SMcG0004713	Orthologs	N
GM.5.0.bZIP.0019	h1SMcG0008373	Orthologs	N
GM.5.0.Forkhead.0012	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.C2H2_ZF.0037	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Mixed.0016	h1SMcG0020144	Orthologs	N
GM.5.0.Mixed.0016	h1SMcG0010990	Orthologs	N
GM.5.0.Mixed.0017	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.bHLH.0031	h1SMnG0012616	Orthologs	N
GM.5.0.bHLH.0031	h1SMcG0001060	Orthologs	N
GM.5.0.Homeodomain_POU.0007	h1SMcG0006102	Orthologs	N
GM.5.0.DM.0004	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.bHLH.0032	h1SMcG0013330	Orthologs	N
GM.5.0.Homeodomain.0037	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.GATA.0006	h1SMcG0009369	Orthologs	N
GM.5.0.p53.0001	h1SMcG0006508	Orthologs	N
GM.5.0.p53.0001	>h1SMcG0016868	Orthologs	N
GM.5.0.bHLH.0033	h1SMcG0016843	Orthologs	N
GM.5.0.bHLH.0033	h1SMnG0027242	Orthologs	N
GM.5.0.Sox.0012	h1SMcG0016676	Orthologs	N
GM.5.0.C2H2_ZF.0038	h1SMcG0005026	Orthologs	N
GM.5.0.C2H2_ZF.0038	h1SMcG0006102	Orthologs	N
GM.5.0.Ets.0010	h1SMcG0001975	Orthologs	N
GM.5.0.C2H2_ZF.0039	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.AP-2.0002	h1SMcG0006465	Orthologs	N
GM.5.0.Ets.0011	h1SMcG0000267	Orthologs	N
GM.5.0.C2H2_ZF.0040	h1SMcG0020144	Orthologs	N
GM.5.0.RFX.0003	h1SMcG0020741	Orthologs	N
GM.5.0.RFX.0003	h1SMcG0015193	Orthologs	N
GM.5.0.Mixed.0018	h1SMcG0006042	Orthologs	N
GM.5.0.C2H2_ZF.0041	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Grainyhead.0001	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Unknown.0004	h1SMcG0010412	Orthologs	N
GM.5.0.Homeodomain.0038	h1SMcG0020740	Orthologs	N
GM.5.0.C2H2_ZF.0042	h1SMcG0006102	Orthologs	N
GM.5.0.Nuclear_receptor.0021	h1SMcG0015595	Orthologs	N
GM.5.0.bZIP.0020	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Homeodomain.0039	h1SMcG0001722	Orthologs	N
GM.5.0.Homeodomain.0040	h1SMcG0008090	Orthologs	N
GM.5.0.RFX.0004	h1SMcG0011556	Orthologs	N
GM.5.0.RFX.0004	h1SMcG0022918	Orthologs	N
GM.5.0.RFX.0004	h1SMcG0020741	Orthologs	N
GM.5.0.RFX.0004	h1SMcG0015193	Orthologs	N
GM.5.0.Homeodomain.0041	h1SMcG0008090	Orthologs	N
GM.5.0.bZIP.0021	h1SMcG0008373	Orthologs	N
GM.5.0.bHLH.0034	h1SMcG0016219	Orthologs	N
GM.5.0.Nuclear_receptor.0022	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Rel.0004	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.bHLH.0035	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Forkhead.0013	h1SMcG0009963	Orthologs	N
GM.5.0.Forkhead.0013	h1SMcG0013875	Orthologs	N
GM.5.0.Forkhead.0013	h1SMcG0000287	Orthologs	N
GM.5.0.Forkhead.0013	h1SMcG0012074	Orthologs	N
GM.5.0.Forkhead.0013	h1SMcG0008308	Orthologs	N
GM.5.0.Forkhead.0013	h1SMcG0015283	Orthologs	N
GM.5.0.Forkhead.0013	h1SMcG0007411	Orthologs	N
GM.5.0.bHLH.0036	h1SMcG0004651	Orthologs	N
GM.5.0.Homeodomain.0042	h1SMcG0007253	Orthologs	N
GM.5.0.Homeodomain.0042	h1SMcG0002883	Orthologs	N
GM.5.0.Homeodomain.0042	h1SMcG0022849	Orthologs	N
GM.5.0.Homeodomain.0042	h1SMcG0016366	Orthologs	N
GM.5.0.C2H2_ZF_Homeodomain.0001	h1SMcG0006102	Orthologs	N
GM.5.0.Nuclear_receptor.0023	h1SMcG0015595	Orthologs	N
GM.5.0.AP-2.0003	h1SMcG0006465	Orthologs	N
GM.5.0.C2H2_ZF.0043	h1SMcG0000656	Orthologs	N
GM.5.0.Homeodomain.0043	h1SMcG0007474	Orthologs	N
GM.5.0.Homeodomain.0043	h1SMcG0018062	Orthologs	N
GM.5.0.Homeodomain.0043	h1SMcG0022016	Orthologs	N
GM.5.0.Homeodomain.0043	h1SMcG0003793	Orthologs	N
GM.5.0.Homeodomain.0043	h1SMcG0007253	Orthologs	N
GM.5.0.Homeodomain.0043	h1SMcG0000761	Orthologs	N
GM.5.0.Homeodomain.0043	h1SMcG0002883	Orthologs	N
GM.5.0.Homeodomain.0043	h1SMcG0022849	Orthologs	N
GM.5.0.Homeodomain.0043	h1SMcG0015394	Orthologs	N
GM.5.0.Homeodomain.0043	h1SMcG0018916	Orthologs	N
GM.5.0.Homeodomain.0043	h1SMcG0003685	Orthologs	N
GM.5.0.Forkhead.0014	h1SMcG0009963	Orthologs	N
GM.5.0.Forkhead.0014	h1SMcG0000287	Orthologs	N
GM.5.0.Forkhead.0014	h1SMcG0012074	Orthologs	N
GM.5.0.Forkhead.0014	h1SMcG0008308	Orthologs	N
GM.5.0.Forkhead.0014	h1SMcG0013875	Orthologs	N
GM.5.0.Forkhead.0014	h1SMcG0015283	Orthologs	N
GM.5.0.Forkhead.0014	h1SMcG0007411	Orthologs	N
GM.5.0.Rel.0005	h1SMcG0012454	Orthologs	N
GM.5.0.Rel.0005	h1SMcG0003436	Orthologs	N
GM.5.0.Rel.0005	h1SMcG0009582	Orthologs	N
GM.5.0.Homeodomain.0044	h1SMcG0006684	Orthologs	N
GM.5.0.Mixed.0019	h1SMcG0017653	Orthologs	N
GM.5.0.C2H2_ZF.0044	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Homeodomain.0045	h1SMcG0007474	Orthologs	N
GM.5.0.Homeodomain.0045	h1SMcG0003793	Orthologs	N
GM.5.0.C2H2_ZF.0045	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Sox.0013	h1SMcG0001531	Orthologs	N
GM.5.0.Sox.0013	h1SMcG0013594	Orthologs	N
GM.5.0.C2H2_ZF.0046	h1SMcG0011808	Orthologs	N
GM.5.0.C2H2_ZF.0046	h1SMcG0014387	Orthologs	N
GM.5.0.C2H2_ZF.0046	h1SMcG0018872	Orthologs	N
GM.5.0.T-box.0005	h1SMcG0010122	Orthologs	N
GM.5.0.T-box.0005	h1SMcG0022768	Orthologs	N
GM.5.0.T-box.0005	h1SMcG0007448	Orthologs	N
GM.5.0.T-box.0005	h1SMcG0010860	Orthologs	N
GM.5.0.Nuclear_receptor.0024	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Forkhead.0015	h1SMcG0009963	Orthologs	N
GM.5.0.Forkhead.0015	h1SMcG0013875	Orthologs	N
GM.5.0.Forkhead.0015	h1SMcG0000287	Orthologs	N
GM.5.0.Forkhead.0015	h1SMcG0012074	Orthologs	N
GM.5.0.Forkhead.0015	h1SMcG0008308	Orthologs	N
GM.5.0.Forkhead.0015	h1SMcG0015283	Orthologs	N
GM.5.0.Forkhead.0015	h1SMcG0007411	Orthologs	N
GM.5.0.Homeodomain.0046	h1SMcG0010817	Orthologs	N
GM.5.0.Homeodomain.0046	>h1SMcG0018696	Orthologs	N
GM.5.0.Unknown.0005	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.SMAD.0005	h1SMcG0006347	Orthologs	N
GM.5.0.SMAD.0005	h1SMcG0023128	Orthologs	N
GM.5.0.SMAD.0005	h1SMcG0004687	Orthologs	N
GM.5.0.RFX.0005	h1SMcG0020741	Orthologs	N
GM.5.0.RFX.0005	h1SMcG0015193	Orthologs	N
GM.5.0.Homeodomain.0047	h1SMcG0013158	Orthologs	N
GM.5.0.Homeodomain.0047	h1SMcG0022494	Orthologs	N
GM.5.0.Homeodomain.0047	h1SMcG0014295	Orthologs	N
GM.5.0.Homeodomain.0047	h1SMcG0009369	Orthologs	N
GM.5.0.Ets.0012	h1SMcG0014619	Orthologs	N
GM.5.0.Ets.0012	h1SMcG0014005	Orthologs	N
GM.5.0.Ets.0012	h1SMnG0022954	Orthologs	N
GM.5.0.Ets.0012	h1SMcG0021529	Orthologs	N
GM.5.0.Ets.0012	h1SMcG0011654	Orthologs	N
GM.5.0.Homeodomain.0048	h1SMcG0008090	Orthologs	N
GM.5.0.Homeodomain.0048	h1SMcG0007474	Orthologs	N
GM.5.0.Homeodomain.0048	h1SMcG0003727	Orthologs	N
GM.5.0.Homeodomain.0048	h1SMcG0003793	Orthologs	N
GM.5.0.Homeodomain.0048	h1SMcG0021059	Orthologs	N
GM.5.0.CBF_NF-Y.0001	h1SMcG0006375	Orthologs	N
GM.5.0.CBF_NF-Y.0001	h1SMcG0006281	Orthologs	N
GM.5.0.Homeodomain.0049	h1SMcG0012776	Orthologs	N
GM.5.0.Homeodomain.0050	h1SMcG0008090	Orthologs	N
GM.5.0.Homeodomain.0050	h1SMcG0007041	Orthologs	N
GM.5.0.Homeodomain.0051	h1SMcG0000941	Orthologs	N
GM.5.0.Homeodomain.0052	h1SMcG0003130	Orthologs	N
GM.5.0.Homeodomain.0052	h1SMcG0004695	Orthologs	N
GM.5.0.T-box.0006	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Mixed.0020	h1SMcG0001975	Orthologs	N
GM.5.0.Homeodomain.0053	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Homeodomain.0054	h1SMcG0003298	Orthologs	N
GM.5.0.Homeodomain.0054	h1SMcG0015960	Orthologs	N
GM.5.0.Homeodomain.0054	h1SMcG0002676	Orthologs	N
GM.5.0.Homeodomain.0055	h1SMcG0008090	Orthologs	N
GM.5.0.Homeodomain.0055	h1SMcG0022072	Orthologs	N
GM.5.0.Homeodomain.0055	h1SMcG0007041	Orthologs	N
GM.5.0.IRF.0002	h1SMcG0015655	Orthologs	N
GM.5.0.C2H2_ZF.0047	h1SMcG0010990	Orthologs	N
GM.5.0.C2H2_ZF.0047	h1SMcG0018295	Orthologs	N
GM.5.0.C2H2_ZF.0047	h1SMcG0018294	Orthologs	N
GM.5.0.T-box.0007	h1SMcG0010122	Orthologs	N
GM.5.0.C2H2_ZF.0048	h1SMcG0020144	Orthologs	N
GM.5.0.Homeodomain.0056	h1SMcG0014159	Orthologs	N
GM.5.0.bZIP.0022	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.SMAD.0006	h1SMcG0005673	Orthologs	N
GM.5.0.SMAD.0006	h1SMcG0001098	Orthologs	N
GM.5.0.SMAD.0006	h1SMcG0018284	Orthologs	N
GM.5.0.SMAD.0006	h1SMcG0020557	Orthologs	N
GM.5.0.SMAD.0006	h1SMcG0020740	Orthologs	N
GM.5.0.Homeodomain.0057	h1SMcG0008090	Orthologs	N
GM.5.0.Nuclear_receptor.0025	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Myb_SANT.0006	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Mixed.0021	h1SMcG0010076	Orthologs	N
GM.5.0.Nuclear_receptor.0026	h1SMcG0015595	Orthologs	N
GM.5.0.Sox.0014	h1SMcG0016676	Orthologs	N
GM.5.0.bHLH.0037	h1SMcG0020191	Orthologs	N
GM.5.0.bHLH.0037	h1SMcG0021295	Orthologs	N
GM.5.0.C2H2_ZF_Homeodomain.0002	h1SMcG0006102	Orthologs	N
GM.5.0.Homeodomain.0058	h1SMcG0022072	Orthologs	N
GM.5.0.Homeodomain.0058	h1SMcG0007041	Orthologs	N
GM.5.0.Homeodomain.0058	h1SMcG0009117	Orthologs	N
GM.5.0.Nuclear_receptor.0027	h1SMcG0015595	Orthologs	N
GM.5.0.Nuclear_receptor.0028	h1SMcG0019688	Orthologs	N
GM.5.0.Homeodomain.0059	h1SMcG0015960	Orthologs	N
GM.5.0.Homeodomain.0059	h1SMcG0002676	Orthologs	N
GM.5.0.Homeodomain.0059	h1SMcG0003298	Orthologs	N
GM.5.0.C2H2_ZF.0049	h1SMcG0015343	Orthologs	N
GM.5.0.C2H2_ZF.0049	h1SMcG0022224	Orthologs	N
GM.5.0.bHLH.0038	h1SMcG0006375	Orthologs	N
GM.5.0.bHLH.0039	h1SMcG0011310	Orthologs	N
GM.5.0.bHLH.0039	h1SMcG0009686	Orthologs	N
GM.5.0.Mixed.0022	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.C2H2_ZF.0050	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.IRF.0003	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Homeodomain.0060	h1SMcG0008090	Orthologs	N
GM.5.0.Homeodomain.0060	h1SMcG0007041	Orthologs	N
GM.5.0.Homeodomain.0060	h1SMcG0001296	Orthologs	N
GM.5.0.C2H2_ZF.0051	h1SMcG0000013	Orthologs	N
GM.5.0.bHLH.0040	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Sox.0015	h1SMcG0013594	Orthologs	N
GM.5.0.Homeodomain_Paired_box.0003	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Sox.0016	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Nuclear_receptor.0029	h1SMcG0019688	Orthologs	N
GM.5.0.Homeodomain.0061	h1SMcG0008090	Orthologs	N
GM.5.0.Homeodomain.0061	h1SMcG0011535	Orthologs	N
GM.5.0.Homeodomain.0061	h1SMcG0007041	Orthologs	N
GM.5.0.bZIP.0023	h1SMcG0012645	Orthologs	N
GM.5.0.AP-2.0004	h1SMcG0006465	Orthologs	N
GM.5.0.C2H2_ZF.0052	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.C2H2_ZF.0053	h1SMcG0006548	Orthologs	N
GM.5.0.C2H2_ZF.0053	h1SMcG0006193	Orthologs	N
GM.5.0.C2H2_ZF.0053	h1SMcG0000267	Orthologs	N
GM.5.0.CxC.0001	h1SMnG0017612	Orthologs	N
GM.5.0.CxC.0001	h1SMcG0010707	Orthologs	N
GM.5.0.CxC.0001	h1SMcG0008465	Orthologs	N
GM.5.0.Homeodomain.0062	h1SMcG0012776	Orthologs	N
GM.5.0.Forkhead.0016	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.C2H2_ZF.0054	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Ets.0013	h1SMcG0014619	Orthologs	N
GM.5.0.Ets.0013	h1SMcG0011654	Orthologs	N
GM.5.0.Ets.0013	h1SMcG0000267	Orthologs	N
GM.5.0.Ets.0013	h1SMcG0014005	Orthologs	N
GM.5.0.Ets.0013	h1SMnG0022954	Orthologs	N
GM.5.0.Ets.0013	h1SMcG0021529	Orthologs	N
GM.5.0.Grainyhead.0002	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.T-box.0008	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.CSL.0003	h1SMcG0018959	Orthologs	N
